team,date,competition,opponent,venue,result,gf,ga,is_friendly
Montenegro,2024-06-05,Friendly,Belgium,away,L,0,2,True
Norway,2024-06-05,Friendly,Kosovo,home,W,3,0,True
Spain,2024-06-05,Friendly,Andorra,home,W,5,0,True
Sweden,2024-06-05,Friendly,Denmark,away,L,1,2,True
Tunisia,2024-06-05,FIFA World Cup qualification,Equatorial Guinea,home,W,1,0,False
Uruguay,2024-06-05,Friendly,Mexico,neutral,W,4,0,True
Afghanistan,2024-06-06,FIFA World Cup qualification,Qatar,neutral,D,0,0,False
Algeria,2024-06-06,FIFA World Cup qualification,Guinea,home,L,1,2,False
Australia,2024-06-06,FIFA World Cup qualification,Bangladesh,away,W,2,0,False
Bangladesh,2024-06-06,FIFA World Cup qualification,Australia,home,L,0,2,False
Burkina Faso,2024-06-06,FIFA World Cup qualification,Egypt,away,L,1,2,False
Canada,2024-06-06,Friendly,Netherlands,away,L,0,4,True
DR Congo,2024-06-06,FIFA World Cup qualification,Senegal,away,D,1,1,False
Egypt,2024-06-06,FIFA World Cup qualification,Burkina Faso,home,W,2,1,False
Ghana,2024-06-06,FIFA World Cup qualification,Mali,away,W,2,1,False
Guinea,2024-06-06,FIFA World Cup qualification,Algeria,away,W,2,1,False
Guyana,2024-06-06,FIFA World Cup qualification,Panama,away,L,0,2,False
Haiti,2024-06-06,FIFA World Cup qualification,Saint Lucia,neutral,W,2,1,False
Hong Kong,2024-06-06,FIFA World Cup qualification,Iran,home,L,2,4,False
Indonesia,2024-06-06,FIFA World Cup qualification,Iraq,home,L,0,2,False
Iran,2024-06-06,FIFA World Cup qualification,Hong Kong,away,W,4,2,False
Iraq,2024-06-06,FIFA World Cup qualification,Indonesia,away,W,2,0,False
Japan,2024-06-06,FIFA World Cup qualification,Myanmar,away,W,5,0,False
Jordan,2024-06-06,FIFA World Cup qualification,Tajikistan,home,W,3,0,False
Mali,2024-06-06,FIFA World Cup qualification,Ghana,home,L,1,2,False
Myanmar,2024-06-06,FIFA World Cup qualification,Japan,home,L,0,5,False
Netherlands,2024-06-06,Friendly,Canada,home,W,4,0,True
Pakistan,2024-06-06,FIFA World Cup qualification,Saudi Arabia,home,L,0,3,False
Panama,2024-06-06,FIFA World Cup qualification,Guyana,home,W,2,0,False
Qatar,2024-06-06,FIFA World Cup qualification,Afghanistan,neutral,D,0,0,False
Saint Lucia,2024-06-06,FIFA World Cup qualification,Haiti,neutral,L,1,2,False
Saudi Arabia,2024-06-06,FIFA World Cup qualification,Pakistan,away,W,3,0,False
Senegal,2024-06-06,FIFA World Cup qualification,DR Congo,home,D,1,1,False
Singapore,2024-06-06,FIFA World Cup qualification,South Korea,home,L,0,7,False
South Korea,2024-06-06,FIFA World Cup qualification,Singapore,away,W,7,0,False
Tajikistan,2024-06-06,FIFA World Cup qualification,Jordan,away,L,0,3,False
Turkmenistan,2024-06-06,FIFA World Cup qualification,Uzbekistan,away,L,1,3,False
Uzbekistan,2024-06-06,FIFA World Cup qualification,Turkmenistan,home,W,3,1,False
Czechia,2024-06-07,Friendly,Malta,neutral,W,7,1,True
England,2024-06-07,Friendly,Iceland,home,L,0,1,True
Finland,2024-06-07,Friendly,Scotland,away,D,2,2,True
Gabon,2024-06-07,FIFA World Cup qualification,Ivory Coast,away,L,0,1,False
Germany,2024-06-07,Friendly,Greece,home,W,2,1,True
Greece,2024-06-07,Friendly,Germany,away,L,1,2,True
Iceland,2024-06-07,Friendly,England,away,W,1,0,True
Ivory Coast,2024-06-07,FIFA World Cup qualification,Gabon,home,W,1,0,False
Malta,2024-06-07,Friendly,Czechia,neutral,L,1,7,True
Morocco,2024-06-07,FIFA World Cup qualification,Zambia,home,W,2,1,False
Nigeria,2024-06-07,FIFA World Cup qualification,South Africa,home,D,1,1,False
Paraguay,2024-06-07,Friendly,Peru,away,D,0,0,True
Peru,2024-06-07,Friendly,Paraguay,home,D,0,0,True
Scotland,2024-06-07,Friendly,Finland,home,D,2,2,True
South Africa,2024-06-07,FIFA World Cup qualification,Nigeria,away,D,1,1,False
Zambia,2024-06-07,FIFA World Cup qualification,Morocco,away,L,1,2,False
Aruba,2024-06-08,FIFA World Cup qualification,Curacao,home,L,0,2,False
Austria,2024-06-08,Friendly,Switzerland,away,D,1,1,True
Belgium,2024-06-08,Friendly,Luxembourg,home,W,3,0,True
Brazil,2024-06-08,Friendly,Mexico,neutral,W,3,2,True
Cameroon,2024-06-08,FIFA World Cup qualification,Cape Verde,home,W,4,1,False
Cape Verde,2024-06-08,FIFA World Cup qualification,Cameroon,away,L,1,4,False
Colombia,2024-06-08,Friendly,United States,away,W,5,1,True
Croatia,2024-06-08,Friendly,Portugal,away,W,2,1,True
Curacao,2024-06-08,FIFA World Cup qualification,Aruba,away,W,2,0,False
Denmark,2024-06-08,Friendly,Norway,home,W,3,1,True
Luxembourg,2024-06-08,Friendly,Belgium,away,L,0,3,True
Mexico,2024-06-08,Friendly,Brazil,neutral,L,2,3,True
Northern Ireland,2024-06-08,Friendly,Spain,away,L,1,5,True
Norway,2024-06-08,Friendly,Denmark,away,L,1,3,True
Portugal,2024-06-08,Friendly,Croatia,home,L,1,2,True
Serbia,2024-06-08,Friendly,Sweden,away,W,3,0,True
Spain,2024-06-08,Friendly,Northern Ireland,home,W,5,1,True
Sweden,2024-06-08,Friendly,Serbia,home,L,0,3,True
Switzerland,2024-06-08,Friendly,Austria,home,D,1,1,True
United States,2024-06-08,Friendly,Colombia,home,L,1,5,True
Argentina,2024-06-09,Friendly,Ecuador,neutral,W,1,0,True
Barbados,2024-06-09,FIFA World Cup qualification,Haiti,home,L,1,3,False
Bosnia and Herzegovina,2024-06-09,Friendly,Italy,away,L,0,1,True
Canada,2024-06-09,Friendly,France,away,D,0,0,True
DR Congo,2024-06-09,FIFA World Cup qualification,Togo,home,W,1,0,False
Ecuador,2024-06-09,Friendly,Argentina,neutral,L,0,1,True
France,2024-06-09,Friendly,Canada,home,D,0,0,True
Haiti,2024-06-09,FIFA World Cup qualification,Barbados,away,W,3,1,False
Italy,2024-06-09,Friendly,Bosnia and Herzegovina,home,W,1,0,True
Mauritania,2024-06-09,FIFA World Cup qualification,Senegal,home,L,0,1,False
Montserrat,2024-06-09,FIFA World Cup qualification,Panama,neutral,L,1,3,False
Namibia,2024-06-09,FIFA World Cup qualification,Tunisia,neutral,D,0,0,False
Panama,2024-06-09,FIFA World Cup qualification,Montserrat,neutral,W,3,1,False
Senegal,2024-06-09,FIFA World Cup qualification,Mauritania,away,W,1,0,False
Togo,2024-06-09,FIFA World Cup qualification,DR Congo,away,L,0,1,False
Tunisia,2024-06-09,FIFA World Cup qualification,Namibia,neutral,D,0,0,False
Algeria,2024-06-10,FIFA World Cup qualification,Uganda,away,W,2,1,False
Central African Republic,2024-06-10,FIFA World Cup qualification,Ghana,away,L,3,4,False
Czechia,2024-06-10,Friendly,North Macedonia,home,W,2,1,True
Egypt,2024-06-10,FIFA World Cup qualification,Guinea-Bissau,away,D,1,1,False
Ghana,2024-06-10,FIFA World Cup qualification,Central African Republic,home,W,4,3,False
Guinea-Bissau,2024-06-10,FIFA World Cup qualification,Egypt,home,D,1,1,False
Iceland,2024-06-10,Friendly,Netherlands,away,L,0,4,True
Netherlands,2024-06-10,Friendly,Iceland,home,W,4,0,True
North Macedonia,2024-06-10,Friendly,Czechia,away,L,1,2,True
Poland,2024-06-10,Friendly,Turkey,home,W,2,1,True
Turkey,2024-06-10,Friendly,Poland,away,L,1,2,True
Uganda,2024-06-10,FIFA World Cup qualification,Algeria,home,L,1,2,False
Australia,2024-06-11,FIFA World Cup qualification,Palestine,home,W,5,0,False
Cape Verde,2024-06-11,FIFA World Cup qualification,Libya,home,W,1,0,False
Chile,2024-06-11,Friendly,Paraguay,home,W,3,0,True
China PR,2024-06-11,FIFA World Cup qualification,South Korea,away,L,0,1,False
Congo,2024-06-11,FIFA World Cup qualification,Morocco,away,L,0,6,False
India,2024-06-11,FIFA World Cup qualification,Qatar,away,L,1,2,False
Iran,2024-06-11,FIFA World Cup qualification,Uzbekistan,home,D,0,0,False
Iraq,2024-06-11,FIFA World Cup qualification,Vietnam,home,W,3,1,False
Ireland,2024-06-11,Friendly,Portugal,away,L,0,3,True
Ivory Coast,2024-06-11,FIFA World Cup qualification,Kenya,neutral,D,0,0,False
Japan,2024-06-11,FIFA World Cup qualification,Syria,home,W,5,0,False
Jordan,2024-06-11,FIFA World Cup qualification,Saudi Arabia,away,W,2,1,False
Kenya,2024-06-11,FIFA World Cup qualification,Ivory Coast,neutral,D,0,0,False
Libya,2024-06-11,FIFA World Cup qualification,Cape Verde,away,L,0,1,False
Morocco,2024-06-11,FIFA World Cup qualification,Congo,home,W,6,0,False
Palestine,2024-06-11,FIFA World Cup qualification,Australia,away,L,0,5,False
Paraguay,2024-06-11,Friendly,Chile,away,L,0,3,True
Portugal,2024-06-11,Friendly,Ireland,home,W,3,0,True
Qatar,2024-06-11,FIFA World Cup qualification,India,home,W,2,1,False
Saudi Arabia,2024-06-11,FIFA World Cup qualification,Jordan,home,L,1,2,False
South Africa,2024-06-11,FIFA World Cup qualification,Zimbabwe,home,W,3,1,False
South Korea,2024-06-11,FIFA World Cup qualification,China PR,home,W,1,0,False
Syria,2024-06-11,FIFA World Cup qualification,Japan,away,L,0,5,False
Uzbekistan,2024-06-11,FIFA World Cup qualification,Iran,away,D,0,0,False
Vietnam,2024-06-11,FIFA World Cup qualification,Iraq,away,L,1,3,False
Zimbabwe,2024-06-11,FIFA World Cup qualification,South Africa,away,L,1,3,False
Bolivia,2024-06-12,Friendly,Ecuador,neutral,L,1,3,True
Brazil,2024-06-12,Friendly,United States,away,D,1,1,True
Ecuador,2024-06-12,Friendly,Bolivia,neutral,W,3,1,True
United States,2024-06-12,Friendly,Brazil,home,D,1,1,True
Argentina,2024-06-14,Friendly,Guatemala,neutral,W,4,1,True
Germany,2024-06-14,UEFA Euro,Scotland,home,W,5,1,False
Guatemala,2024-06-14,Friendly,Argentina,neutral,L,1,4,True
Scotland,2024-06-14,UEFA Euro,Germany,away,L,1,5,False
Bolivia,2024-06-15,Friendly,Colombia,neutral,L,0,3,True
Colombia,2024-06-15,Friendly,Bolivia,neutral,W,3,0,True
Croatia,2024-06-15,UEFA Euro,Spain,neutral,L,0,3,False
Hungary,2024-06-15,UEFA Euro,Switzerland,neutral,L,1,3,False
Spain,2024-06-15,UEFA Euro,Croatia,neutral,W,3,0,False
Switzerland,2024-06-15,UEFA Euro,Hungary,neutral,W,3,1,False
Ecuador,2024-06-16,Friendly,Honduras,neutral,W,2,1,True
England,2024-06-16,UEFA Euro,Serbia,neutral,W,1,0,False
Honduras,2024-06-16,Friendly,Ecuador,neutral,L,1,2,True
Netherlands,2024-06-16,UEFA Euro,Poland,neutral,W,2,1,False
Panama,2024-06-16,Friendly,Paraguay,home,L,0,1,True
Paraguay,2024-06-16,Friendly,Panama,away,W,1,0,True
Poland,2024-06-16,UEFA Euro,Netherlands,neutral,L,1,2,False
Serbia,2024-06-16,UEFA Euro,England,neutral,L,0,1,False
Austria,2024-06-17,UEFA Euro,France,neutral,L,0,1,False
Belgium,2024-06-17,UEFA Euro,Slovakia,neutral,L,0,1,False
France,2024-06-17,UEFA Euro,Austria,neutral,W,1,0,False
Slovakia,2024-06-17,UEFA Euro,Belgium,neutral,W,1,0,False
Czechia,2024-06-18,UEFA Euro,Portugal,neutral,L,1,2,False
Georgia,2024-06-18,UEFA Euro,Turkey,neutral,L,1,3,False
New Zealand,2024-06-18,Oceania Nations Cup,Solomon Islands,neutral,W,3,0,False
Portugal,2024-06-18,UEFA Euro,Czechia,neutral,W,2,1,False
Solomon Islands,2024-06-18,Oceania Nations Cup,New Zealand,neutral,L,0,3,False
Turkey,2024-06-18,UEFA Euro,Georgia,neutral,W,3,1,False
Albania,2024-06-19,UEFA Euro,Croatia,neutral,D,2,2,False
Croatia,2024-06-19,UEFA Euro,Albania,neutral,D,2,2,False
Germany,2024-06-19,UEFA Euro,Hungary,home,W,2,0,False
Hungary,2024-06-19,UEFA Euro,Germany,away,L,0,2,False
Scotland,2024-06-19,UEFA Euro,Switzerland,neutral,D,1,1,False
Switzerland,2024-06-19,UEFA Euro,Scotland,neutral,D,1,1,False
Argentina,2024-06-20,Copa América,Canada,neutral,W,2,0,False
Canada,2024-06-20,Copa América,Argentina,neutral,L,0,2,False
Denmark,2024-06-20,UEFA Euro,England,neutral,D,1,1,False
England,2024-06-20,UEFA Euro,Denmark,neutral,D,1,1,False
Italy,2024-06-20,UEFA Euro,Spain,neutral,L,0,1,False
Spain,2024-06-20,UEFA Euro,Italy,neutral,W,1,0,False
Austria,2024-06-21,UEFA Euro,Poland,neutral,W,3,1,False
France,2024-06-21,UEFA Euro,Netherlands,neutral,D,0,0,False
Netherlands,2024-06-21,UEFA Euro,France,neutral,D,0,0,False
New Zealand,2024-06-21,Oceania Nations Cup,Vanuatu,away,W,4,0,False
Poland,2024-06-21,UEFA Euro,Austria,neutral,L,1,3,False
Vanuatu,2024-06-21,Oceania Nations Cup,New Zealand,home,L,0,4,False
Belgium,2024-06-22,UEFA Euro,Romania,neutral,W,2,0,False
Czechia,2024-06-22,UEFA Euro,Georgia,neutral,D,1,1,False
Ecuador,2024-06-22,Copa América,Venezuela,neutral,L,1,2,False
Georgia,2024-06-22,UEFA Euro,Czechia,neutral,D,1,1,False
Jamaica,2024-06-22,Copa América,Mexico,neutral,L,0,1,False
Mexico,2024-06-22,Copa América,Jamaica,neutral,W,1,0,False
Portugal,2024-06-22,UEFA Euro,Turkey,neutral,W,3,0,False
Romania,2024-06-22,UEFA Euro,Belgium,neutral,L,0,2,False
Turkey,2024-06-22,UEFA Euro,Portugal,neutral,L,0,3,False
Venezuela,2024-06-22,Copa América,Ecuador,neutral,W,2,1,False
Bolivia,2024-06-23,Copa América,United States,away,L,0,2,False
Germany,2024-06-23,UEFA Euro,Switzerland,home,D,1,1,False
Hungary,2024-06-23,UEFA Euro,Scotland,neutral,W,1,0,False
Panama,2024-06-23,Copa América,Uruguay,neutral,L,1,3,False
Scotland,2024-06-23,UEFA Euro,Hungary,neutral,L,0,1,False
Switzerland,2024-06-23,UEFA Euro,Germany,away,D,1,1,False
United States,2024-06-23,Copa América,Bolivia,home,W,2,0,False
Uruguay,2024-06-23,Copa América,Panama,neutral,W,3,1,False
Albania,2024-06-24,UEFA Euro,Spain,neutral,L,0,1,False
Brazil,2024-06-24,Copa América,Costa Rica,neutral,D,0,0,False
Colombia,2024-06-24,Copa América,Paraguay,neutral,W,2,1,False
Costa Rica,2024-06-24,Copa América,Brazil,neutral,D,0,0,False
Croatia,2024-06-24,UEFA Euro,Italy,neutral,D,1,1,False
Italy,2024-06-24,UEFA Euro,Croatia,neutral,D,1,1,False
Paraguay,2024-06-24,Copa América,Colombia,neutral,L,1,2,False
Spain,2024-06-24,UEFA Euro,Albania,neutral,W,1,0,False
Argentina,2024-06-25,Copa América,Chile,neutral,W,1,0,False
Austria,2024-06-25,UEFA Euro,Netherlands,neutral,W,3,2,False
Canada,2024-06-25,Copa América,Peru,neutral,W,1,0,False
Chile,2024-06-25,Copa América,Argentina,neutral,L,0,1,False
England,2024-06-25,UEFA Euro,Slovenia,neutral,D,0,0,False
France,2024-06-25,UEFA Euro,Poland,neutral,D,1,1,False
Netherlands,2024-06-25,UEFA Euro,Austria,neutral,L,2,3,False
Peru,2024-06-25,Copa América,Canada,neutral,L,0,1,False
Poland,2024-06-25,UEFA Euro,France,neutral,D,1,1,False
Slovenia,2024-06-25,UEFA Euro,England,neutral,D,0,0,False
Belgium,2024-06-26,UEFA Euro,Ukraine,neutral,D,0,0,False
Czechia,2024-06-26,UEFA Euro,Turkey,neutral,L,1,2,False
Ecuador,2024-06-26,Copa América,Jamaica,neutral,W,3,1,False
Georgia,2024-06-26,UEFA Euro,Portugal,neutral,W,2,0,False
Jamaica,2024-06-26,Copa América,Ecuador,neutral,L,1,3,False
Mexico,2024-06-26,Copa América,Venezuela,neutral,L,0,1,False
Portugal,2024-06-26,UEFA Euro,Georgia,neutral,L,0,2,False
Turkey,2024-06-26,UEFA Euro,Czechia,neutral,W,2,1,False
Ukraine,2024-06-26,UEFA Euro,Belgium,neutral,D,0,0,False
Venezuela,2024-06-26,Copa América,Mexico,neutral,W,1,0,False
Bolivia,2024-06-27,Copa América,Uruguay,neutral,L,0,5,False
New Zealand,2024-06-27,Oceania Nations Cup,Tahiti,neutral,W,5,0,False
Panama,2024-06-27,Copa América,United States,away,W,2,1,False
Tahiti,2024-06-27,Oceania Nations Cup,New Zealand,neutral,L,0,5,False
United States,2024-06-27,Copa América,Panama,home,L,1,2,False
Uruguay,2024-06-27,Copa América,Bolivia,neutral,W,5,0,False
Brazil,2024-06-28,Copa América,Paraguay,neutral,W,4,1,False
Colombia,2024-06-28,Copa América,Costa Rica,neutral,W,3,0,False
Costa Rica,2024-06-28,Copa América,Colombia,neutral,L,0,3,False
Paraguay,2024-06-28,Copa América,Brazil,neutral,L,1,4,False
Argentina,2024-06-29,Copa América,Peru,neutral,W,2,0,False
Canada,2024-06-29,Copa América,Chile,neutral,D,0,0,False
Chile,2024-06-29,Copa América,Canada,neutral,D,0,0,False
Denmark,2024-06-29,UEFA Euro,Germany,away,L,0,2,False
Germany,2024-06-29,UEFA Euro,Denmark,home,W,2,0,False
Italy,2024-06-29,UEFA Euro,Switzerland,neutral,L,0,2,False
Peru,2024-06-29,Copa América,Argentina,neutral,L,0,2,False
Switzerland,2024-06-29,UEFA Euro,Italy,neutral,W,2,0,False
Ecuador,2024-06-30,Copa América,Mexico,neutral,D,0,0,False
England,2024-06-30,UEFA Euro,Slovakia,neutral,W,2,1,False
Georgia,2024-06-30,UEFA Euro,Spain,neutral,L,1,4,False
Mexico,2024-06-30,Copa América,Ecuador,neutral,D,0,0,False
New Zealand,2024-06-30,Oceania Nations Cup,Vanuatu,away,W,3,0,False
Slovakia,2024-06-30,UEFA Euro,England,neutral,L,1,2,False
Spain,2024-06-30,UEFA Euro,Georgia,neutral,W,4,1,False
Vanuatu,2024-06-30,Oceania Nations Cup,New Zealand,home,L,0,3,False
Belgium,2024-07-01,UEFA Euro,France,neutral,L,0,1,False
Bolivia,2024-07-01,Copa América,Panama,neutral,L,1,3,False
France,2024-07-01,UEFA Euro,Belgium,neutral,W,1,0,False
Panama,2024-07-01,Copa América,Bolivia,neutral,W,3,1,False
Portugal,2024-07-01,UEFA Euro,Slovenia,neutral,D,0,0,False
Slovenia,2024-07-01,UEFA Euro,Portugal,neutral,D,0,0,False
United States,2024-07-01,Copa América,Uruguay,home,L,0,1,False
Uruguay,2024-07-01,Copa América,United States,away,W,1,0,False
Austria,2024-07-02,UEFA Euro,Turkey,neutral,L,1,2,False
Brazil,2024-07-02,Copa América,Colombia,neutral,D,1,1,False
Colombia,2024-07-02,Copa América,Brazil,neutral,D,1,1,False
Costa Rica,2024-07-02,Copa América,Paraguay,neutral,W,2,1,False
Netherlands,2024-07-02,UEFA Euro,Romania,neutral,W,3,0,False
Paraguay,2024-07-02,Copa América,Costa Rica,neutral,L,1,2,False
Romania,2024-07-02,UEFA Euro,Netherlands,neutral,L,0,3,False
Turkey,2024-07-02,UEFA Euro,Austria,neutral,W,2,1,False
Argentina,2024-07-04,Copa América,Ecuador,neutral,D,1,1,False
Ecuador,2024-07-04,Copa América,Argentina,neutral,D,1,1,False
Canada,2024-07-05,Copa América,Venezuela,neutral,D,1,1,False
France,2024-07-05,UEFA Euro,Portugal,neutral,D,0,0,False
Germany,2024-07-05,UEFA Euro,Spain,home,L,1,2,False
Portugal,2024-07-05,UEFA Euro,France,neutral,D,0,0,False
Spain,2024-07-05,UEFA Euro,Germany,away,W,2,1,False
Venezuela,2024-07-05,Copa América,Canada,neutral,D,1,1,False
Brazil,2024-07-06,Copa América,Uruguay,neutral,D,0,0,False
Colombia,2024-07-06,Copa América,Panama,neutral,W,5,0,False
England,2024-07-06,UEFA Euro,Switzerland,neutral,D,1,1,False
Netherlands,2024-07-06,UEFA Euro,Turkey,neutral,W,2,1,False
Panama,2024-07-06,Copa América,Colombia,neutral,L,0,5,False
Switzerland,2024-07-06,UEFA Euro,England,neutral,D,1,1,False
Turkey,2024-07-06,UEFA Euro,Netherlands,neutral,L,1,2,False
Uruguay,2024-07-06,Copa América,Brazil,neutral,D,0,0,False
Argentina,2024-07-09,Copa América,Canada,neutral,W,2,0,False
Canada,2024-07-09,Copa América,Argentina,neutral,L,0,2,False
France,2024-07-09,UEFA Euro,Spain,neutral,L,1,2,False
Spain,2024-07-09,UEFA Euro,France,neutral,W,2,1,False
Colombia,2024-07-10,Copa América,Uruguay,neutral,W,1,0,False
England,2024-07-10,UEFA Euro,Netherlands,neutral,W,2,1,False
Netherlands,2024-07-10,UEFA Euro,England,neutral,L,1,2,False
Uruguay,2024-07-10,Copa América,Colombia,neutral,L,0,1,False
Canada,2024-07-13,Copa América,Uruguay,neutral,D,2,2,False
Uruguay,2024-07-13,Copa América,Canada,neutral,D,2,2,False
Argentina,2024-07-14,Copa América,Colombia,neutral,W,1,0,False
Colombia,2024-07-14,Copa América,Argentina,neutral,L,0,1,False
England,2024-07-14,UEFA Euro,Spain,neutral,L,1,2,False
Spain,2024-07-14,UEFA Euro,England,neutral,W,2,1,False
Jordan,2024-07-27,Friendly,North Korea,home,D,0,0,True
North Korea,2024-07-27,Friendly,Jordan,away,D,0,0,True
Jordan,2024-08-29,Friendly,North Korea,home,W,2,1,True
North Korea,2024-08-29,Friendly,Jordan,away,L,1,2,True
Guatemala,2024-09-01,Friendly,Uruguay,neutral,D,1,1,True
Uruguay,2024-09-01,Friendly,Guatemala,neutral,D,1,1,True
Algeria,2024-09-05,African Cup of Nations qualification,Equatorial Guinea,home,W,2,0,False
Angola,2024-09-05,African Cup of Nations qualification,Ghana,away,W,1,0,False
Argentina,2024-09-05,FIFA World Cup qualification,Chile,home,W,3,0,False
Australia,2024-09-05,FIFA World Cup qualification,Bahrain,home,L,0,1,False
Azerbaijan,2024-09-05,UEFA Nations League,Sweden,home,L,1,3,False
Bahrain,2024-09-05,FIFA World Cup qualification,Australia,away,W,1,0,False
Chile,2024-09-05,FIFA World Cup qualification,Argentina,away,L,0,3,False
China PR,2024-09-05,FIFA World Cup qualification,Japan,away,L,0,7,False
Croatia,2024-09-05,UEFA Nations League,Portugal,away,L,1,2,False
Denmark,2024-09-05,UEFA Nations League,Switzerland,home,W,2,0,False
Equatorial Guinea,2024-09-05,African Cup of Nations qualification,Algeria,away,L,0,2,False
Ghana,2024-09-05,African Cup of Nations qualification,Angola,home,L,0,1,False
Indonesia,2024-09-05,FIFA World Cup qualification,Saudi Arabia,away,D,1,1,False
Iran,2024-09-05,FIFA World Cup qualification,Kyrgyzstan,home,W,1,0,False
Iraq,2024-09-05,FIFA World Cup qualification,Oman,home,W,1,0,False
Japan,2024-09-05,FIFA World Cup qualification,China PR,home,W,7,0,False
Jordan,2024-09-05,FIFA World Cup qualification,Kuwait,home,D,1,1,False
Kuwait,2024-09-05,FIFA World Cup qualification,Jordan,away,D,1,1,False
Kyrgyzstan,2024-09-05,FIFA World Cup qualification,Iran,away,L,0,1,False
Madagascar,2024-09-05,African Cup of Nations qualification,Tunisia,away,L,0,1,False
North Korea,2024-09-05,FIFA World Cup qualification,Uzbekistan,away,L,0,1,False
Oman,2024-09-05,FIFA World Cup qualification,Iraq,away,L,0,1,False
Palestine,2024-09-05,FIFA World Cup qualification,South Korea,away,D,0,0,False
Poland,2024-09-05,UEFA Nations League,Scotland,away,W,3,2,False
Portugal,2024-09-05,UEFA Nations League,Croatia,home,W,2,1,False
Qatar,2024-09-05,FIFA World Cup qualification,United Arab Emirates,home,L,1,3,False
Saudi Arabia,2024-09-05,FIFA World Cup qualification,Indonesia,home,D,1,1,False
Scotland,2024-09-05,UEFA Nations League,Poland,home,L,2,3,False
Serbia,2024-09-05,UEFA Nations League,Spain,home,D,0,0,False
South Korea,2024-09-05,FIFA World Cup qualification,Palestine,home,D,0,0,False
Spain,2024-09-05,UEFA Nations League,Serbia,away,D,0,0,False
Sweden,2024-09-05,UEFA Nations League,Azerbaijan,away,W,3,1,False
Switzerland,2024-09-05,UEFA Nations League,Denmark,away,L,0,2,False
