team,date,competition,opponent,venue,result,gf,ga,is_friendly
Paraguay,2024-11-19,FIFA World Cup qualification,Bolivia,away,D,2,2,False
Peru,2024-11-19,FIFA World Cup qualification,Argentina,away,L,0,1,False
Qatar,2024-11-19,FIFA World Cup qualification,United Arab Emirates,away,L,0,5,False
Saudi Arabia,2024-11-19,FIFA World Cup qualification,Indonesia,away,L,0,2,False
Senegal,2024-11-19,African Cup of Nations qualification,Burundi,home,W,2,0,False
South Africa,2024-11-19,African Cup of Nations qualification,South Sudan,home,W,3,0,False
South Korea,2024-11-19,FIFA World Cup qualification,Palestine,neutral,D,1,1,False
South Sudan,2024-11-19,African Cup of Nations qualification,South Africa,away,L,0,3,False
Suriname,2024-11-19,CONCACAF Nations League,Canada,away,L,0,3,False
Sweden,2024-11-19,UEFA Nations League,Azerbaijan,home,W,6,0,False
Turkey,2024-11-19,UEFA Nations League,Montenegro,away,L,1,3,False
United Arab Emirates,2024-11-19,FIFA World Cup qualification,Qatar,home,W,5,0,False
Uruguay,2024-11-19,FIFA World Cup qualification,Brazil,away,D,1,1,False
Uzbekistan,2024-11-19,FIFA World Cup qualification,North Korea,neutral,W,1,0,False
Qatar,2024-12-21,Gulf Cup,United Arab Emirates,neutral,D,1,1,False
United Arab Emirates,2024-12-21,Gulf Cup,Qatar,neutral,D,1,1,False
Bahrain,2024-12-22,Gulf Cup,Saudi Arabia,neutral,W,3,2,False
Iraq,2024-12-22,Gulf Cup,Yemen,neutral,W,1,0,False
Saudi Arabia,2024-12-22,Gulf Cup,Bahrain,neutral,L,2,3,False
Yemen,2024-12-22,Gulf Cup,Iraq,neutral,L,0,1,False
Oman,2024-12-24,Gulf Cup,Qatar,neutral,W,2,1,False
Qatar,2024-12-24,Gulf Cup,Oman,neutral,L,1,2,False
Bahrain,2024-12-25,Gulf Cup,Iraq,neutral,W,2,0,False
Iraq,2024-12-25,Gulf Cup,Bahrain,neutral,L,0,2,False
Saudi Arabia,2024-12-25,Gulf Cup,Yemen,neutral,W,3,2,False
Yemen,2024-12-25,Gulf Cup,Saudi Arabia,neutral,L,2,3,False
Kuwait,2024-12-27,Gulf Cup,Qatar,home,D,1,1,False
Qatar,2024-12-27,Gulf Cup,Kuwait,away,D,1,1,False
Iraq,2024-12-28,Gulf Cup,Saudi Arabia,neutral,L,1,3,False
Saudi Arabia,2024-12-28,Gulf Cup,Iraq,neutral,W,3,1,False
Oman,2024-12-31,Gulf Cup,Saudi Arabia,neutral,W,2,1,False
Saudi Arabia,2024-12-31,Gulf Cup,Oman,neutral,L,1,2,False
Liberia,2025-03-19,FIFA World Cup qualification,Tunisia,home,L,0,1,False
Tunisia,2025-03-19,FIFA World Cup qualification,Liberia,away,W,1,0,False
Australia,2025-03-20,FIFA World Cup qualification,Indonesia,home,W,5,1,False
Austria,2025-03-20,UEFA Nations League,Serbia,home,D,1,1,False
Bahrain,2025-03-20,FIFA World Cup qualification,Japan,away,L,0,2,False
Belgium,2025-03-20,UEFA Nations League,Ukraine,neutral,L,1,3,False
Brazil,2025-03-20,FIFA World Cup qualification,Colombia,home,W,2,1,False
Canada,2025-03-20,CONCACAF Nations League,Mexico,neutral,L,0,2,False
Cape Verde,2025-03-20,FIFA World Cup qualification,Mauritius,home,W,1,0,False
Chile,2025-03-20,FIFA World Cup qualification,Paraguay,away,L,0,1,False
China PR,2025-03-20,FIFA World Cup qualification,Saudi Arabia,away,L,0,1,False
Colombia,2025-03-20,FIFA World Cup qualification,Brazil,away,L,1,2,False
Croatia,2025-03-20,UEFA Nations League,France,home,W,2,0,False
Denmark,2025-03-20,UEFA Nations League,Portugal,home,W,1,0,False
France,2025-03-20,UEFA Nations League,Croatia,away,L,0,2,False
Germany,2025-03-20,UEFA Nations League,Italy,away,W,2,1,False
Greece,2025-03-20,UEFA Nations League,Scotland,home,L,0,1,False
Hungary,2025-03-20,UEFA Nations League,Turkey,away,L,1,3,False
Indonesia,2025-03-20,FIFA World Cup qualification,Australia,away,L,1,5,False
Iran,2025-03-20,FIFA World Cup qualification,United Arab Emirates,home,W,2,0,False
Iraq,2025-03-20,FIFA World Cup qualification,Kuwait,home,D,2,2,False
Italy,2025-03-20,UEFA Nations League,Germany,home,L,1,2,False
Japan,2025-03-20,FIFA World Cup qualification,Bahrain,home,W,2,0,False
Jordan,2025-03-20,FIFA World Cup qualification,Palestine,home,W,3,1,False
Kuwait,2025-03-20,FIFA World Cup qualification,Iraq,away,D,2,2,False
Kyrgyzstan,2025-03-20,FIFA World Cup qualification,Uzbekistan,away,L,0,1,False
Mauritius,2025-03-20,FIFA World Cup qualification,Cape Verde,away,L,0,1,False
Mexico,2025-03-20,CONCACAF Nations League,Canada,neutral,W,2,0,False
Netherlands,2025-03-20,UEFA Nations League,Spain,home,D,2,2,False
North Korea,2025-03-20,FIFA World Cup qualification,Qatar,away,L,1,5,False
Oman,2025-03-20,FIFA World Cup qualification,South Korea,away,D,1,1,False
Palestine,2025-03-20,FIFA World Cup qualification,Jordan,away,L,1,3,False
Panama,2025-03-20,CONCACAF Nations League,United States,away,W,1,0,False
Paraguay,2025-03-20,FIFA World Cup qualification,Chile,home,W,1,0,False
Portugal,2025-03-20,UEFA Nations League,Denmark,away,L,0,1,False
Qatar,2025-03-20,FIFA World Cup qualification,North Korea,home,W,5,1,False
Saudi Arabia,2025-03-20,FIFA World Cup qualification,China PR,home,W,1,0,False
Scotland,2025-03-20,UEFA Nations League,Greece,away,W,1,0,False
Serbia,2025-03-20,UEFA Nations League,Austria,away,D,1,1,False
South Korea,2025-03-20,FIFA World Cup qualification,Oman,home,D,1,1,False
Spain,2025-03-20,UEFA Nations League,Netherlands,away,D,2,2,False
Turkey,2025-03-20,UEFA Nations League,Hungary,home,W,3,1,False
Ukraine,2025-03-20,UEFA Nations League,Belgium,neutral,W,3,1,False
United Arab Emirates,2025-03-20,FIFA World Cup qualification,Iran,away,L,0,2,False
United States,2025-03-20,CONCACAF Nations League,Panama,home,L,0,1,False
Uzbekistan,2025-03-20,FIFA World Cup qualification,Kyrgyzstan,home,W,1,0,False
Albania,2025-03-21,FIFA World Cup qualification,England,away,L,0,2,False
Algeria,2025-03-21,FIFA World Cup qualification,Botswana,away,W,3,1,False
Argentina,2025-03-21,FIFA World Cup qualification,Uruguay,away,W,1,0,False
Bosnia and Herzegovina,2025-03-21,FIFA World Cup qualification,Romania,away,W,1,0,False
Botswana,2025-03-21,FIFA World Cup qualification,Algeria,home,L,1,3,False
Burundi,2025-03-21,FIFA World Cup qualification,Ivory Coast,neutral,L,0,1,False
Chad,2025-03-21,FIFA World Cup qualification,Ghana,away,L,0,5,False
DR Congo,2025-03-21,FIFA World Cup qualification,South Sudan,home,W,1,0,False
Ecuador,2025-03-21,FIFA World Cup qualification,Venezuela,home,W,2,1,False
Egypt,2025-03-21,FIFA World Cup qualification,Ethiopia,neutral,W,2,0,False
England,2025-03-21,FIFA World Cup qualification,Albania,home,W,2,0,False
Ethiopia,2025-03-21,FIFA World Cup qualification,Egypt,neutral,L,0,2,False
Fiji,2025-03-21,FIFA World Cup qualification,New Zealand,away,L,0,7,False
Ghana,2025-03-21,FIFA World Cup qualification,Chad,home,W,5,0,False
Ivory Coast,2025-03-21,FIFA World Cup qualification,Burundi,neutral,W,1,0,False
Lesotho,2025-03-21,FIFA World Cup qualification,South Africa,away,W,3,0,False
Morocco,2025-03-21,FIFA World Cup qualification,Niger,home,W,2,1,False
New Zealand,2025-03-21,FIFA World Cup qualification,Fiji,home,W,7,0,False
Niger,2025-03-21,FIFA World Cup qualification,Morocco,away,L,1,2,False
Romania,2025-03-21,FIFA World Cup qualification,Bosnia and Herzegovina,home,L,0,1,False
South Africa,2025-03-21,FIFA World Cup qualification,Lesotho,home,L,0,3,False
South Sudan,2025-03-21,FIFA World Cup qualification,DR Congo,away,L,0,1,False
Uruguay,2025-03-21,FIFA World Cup qualification,Argentina,home,L,0,1,False
Venezuela,2025-03-21,FIFA World Cup qualification,Ecuador,away,L,1,2,False
Czechia,2025-03-22,FIFA World Cup qualification,Faroe Islands,home,W,2,1,False
Faroe Islands,2025-03-22,FIFA World Cup qualification,Czechia,away,L,1,2,False
Moldova,2025-03-22,FIFA World Cup qualification,Norway,home,L,0,5,False
Norway,2025-03-22,FIFA World Cup qualification,Moldova,away,W,5,0,False
Senegal,2025-03-22,FIFA World Cup qualification,Sudan,neutral,D,0,0,False
Sudan,2025-03-22,FIFA World Cup qualification,Senegal,neutral,D,0,0,False
Austria,2025-03-23,UEFA Nations League,Serbia,away,L,0,2,False
Belgium,2025-03-23,UEFA Nations League,Ukraine,home,W,3,0,False
Canada,2025-03-23,CONCACAF Nations League,United States,away,W,2,1,False
Croatia,2025-03-23,UEFA Nations League,France,away,L,0,2,False
Denmark,2025-03-23,UEFA Nations League,Portugal,away,L,2,5,False
France,2025-03-23,UEFA Nations League,Croatia,home,W,2,0,False
Germany,2025-03-23,UEFA Nations League,Italy,home,D,3,3,False
Greece,2025-03-23,UEFA Nations League,Scotland,away,W,3,0,False
Hungary,2025-03-23,UEFA Nations League,Turkey,home,L,0,3,False
Italy,2025-03-23,UEFA Nations League,Germany,away,D,3,3,False
Mexico,2025-03-23,CONCACAF Nations League,Panama,neutral,W,2,1,False
Netherlands,2025-03-23,UEFA Nations League,Spain,away,D,3,3,False
Panama,2025-03-23,CONCACAF Nations League,Mexico,neutral,L,1,2,False
Portugal,2025-03-23,UEFA Nations League,Denmark,home,W,5,2,False
Scotland,2025-03-23,UEFA Nations League,Greece,home,L,0,3,False
Serbia,2025-03-23,UEFA Nations League,Austria,home,W,2,0,False
Spain,2025-03-23,UEFA Nations League,Netherlands,home,D,3,3,False
Turkey,2025-03-23,UEFA Nations League,Hungary,away,W,3,0,False
Ukraine,2025-03-23,UEFA Nations League,Belgium,away,L,0,3,False
United States,2025-03-23,CONCACAF Nations League,Canada,home,L,1,2,False
Bosnia and Herzegovina,2025-03-24,FIFA World Cup qualification,Cyprus,home,W,2,1,False
Cyprus,2025-03-24,FIFA World Cup qualification,Bosnia and Herzegovina,away,L,1,2,False
England,2025-03-24,FIFA World Cup qualification,Latvia,home,W,3,0,False
Gambia,2025-03-24,FIFA World Cup qualification,Ivory Coast,away,L,0,1,False
Ghana,2025-03-24,FIFA World Cup qualification,Madagascar,neutral,W,3,0,False
Ivory Coast,2025-03-24,FIFA World Cup qualification,Gambia,home,W,1,0,False
Latvia,2025-03-24,FIFA World Cup qualification,England,away,L,0,3,False
Madagascar,2025-03-24,FIFA World Cup qualification,Ghana,neutral,L,0,3,False
Malawi,2025-03-24,FIFA World Cup qualification,Tunisia,away,L,0,2,False
New Caledonia,2025-03-24,FIFA World Cup qualification,New Zealand,away,L,0,3,False
New Zealand,2025-03-24,FIFA World Cup qualification,New Caledonia,home,W,3,0,False
Tunisia,2025-03-24,FIFA World Cup qualification,Malawi,home,W,2,0,False
Algeria,2025-03-25,FIFA World Cup qualification,Mozambique,home,W,5,1,False
Angola,2025-03-25,FIFA World Cup qualification,Cape Verde,home,L,1,2,False
Argentina,2025-03-25,FIFA World Cup qualification,Brazil,home,W,4,1,False
Australia,2025-03-25,FIFA World Cup qualification,China PR,away,W,2,0,False
Benin,2025-03-25,FIFA World Cup qualification,South Africa,neutral,L,0,2,False
Bolivia,2025-03-25,FIFA World Cup qualification,Uruguay,home,D,0,0,False
Brazil,2025-03-25,FIFA World Cup qualification,Argentina,away,L,1,4,False
Cape Verde,2025-03-25,FIFA World Cup qualification,Angola,away,W,2,1,False
Chile,2025-03-25,FIFA World Cup qualification,Ecuador,home,D,0,0,False
China PR,2025-03-25,FIFA World Cup qualification,Australia,home,L,0,2,False
Colombia,2025-03-25,FIFA World Cup qualification,Paraguay,home,D,2,2,False
Czechia,2025-03-25,FIFA World Cup qualification,Gibraltar,neutral,W,4,0,False
DR Congo,2025-03-25,FIFA World Cup qualification,Mauritania,away,W,2,0,False
Ecuador,2025-03-25,FIFA World Cup qualification,Chile,away,D,0,0,False
Egypt,2025-03-25,FIFA World Cup qualification,Sierra Leone,home,W,1,0,False
Gibraltar,2025-03-25,FIFA World Cup qualification,Czechia,neutral,L,0,4,False
Iran,2025-03-25,FIFA World Cup qualification,Uzbekistan,home,D,2,2,False
Iraq,2025-03-25,FIFA World Cup qualification,Palestine,neutral,L,1,2,False
Israel,2025-03-25,FIFA World Cup qualification,Norway,neutral,L,2,4,False
Japan,2025-03-25,FIFA World Cup qualification,Saudi Arabia,home,D,0,0,False
Jordan,2025-03-25,FIFA World Cup qualification,South Korea,away,D,1,1,False
Kyrgyzstan,2025-03-25,FIFA World Cup qualification,Qatar,home,W,3,1,False
Mauritania,2025-03-25,FIFA World Cup qualification,DR Congo,home,L,0,2,False
Morocco,2025-03-25,FIFA World Cup qualification,Tanzania,home,W,2,0,False
Mozambique,2025-03-25,FIFA World Cup qualification,Algeria,away,L,1,5,False
Norway,2025-03-25,FIFA World Cup qualification,Israel,neutral,W,4,2,False
Palestine,2025-03-25,FIFA World Cup qualification,Iraq,neutral,W,2,1,False
Paraguay,2025-03-25,FIFA World Cup qualification,Colombia,away,D,2,2,False
Qatar,2025-03-25,FIFA World Cup qualification,Kyrgyzstan,away,L,1,3,False
Saudi Arabia,2025-03-25,FIFA World Cup qualification,Japan,away,D,0,0,False
Senegal,2025-03-25,FIFA World Cup qualification,Togo,home,W,2,0,False
Sierra Leone,2025-03-25,FIFA World Cup qualification,Egypt,away,L,0,1,False
South Africa,2025-03-25,FIFA World Cup qualification,Benin,neutral,W,2,0,False
South Korea,2025-03-25,FIFA World Cup qualification,Jordan,home,D,1,1,False
Tanzania,2025-03-25,FIFA World Cup qualification,Morocco,away,L,0,2,False
Togo,2025-03-25,FIFA World Cup qualification,Senegal,away,L,0,2,False
Uruguay,2025-03-25,FIFA World Cup qualification,Bolivia,away,D,0,0,False
Uzbekistan,2025-03-25,FIFA World Cup qualification,Iran,away,D,2,2,False
Ghana,2025-05-28,Unity Cup,Nigeria,neutral,L,1,2,False
Nigeria,2025-05-28,Unity Cup,Ghana,neutral,W,2,1,False
Ghana,2025-05-31,Unity Cup,Trinidad and Tobago,neutral,W,4,0,False
Trinidad and Tobago,2025-05-31,Unity Cup,Ghana,neutral,L,0,4,False
Germany,2025-06-04,UEFA Nations League,Portugal,home,L,1,2,False
Portugal,2025-06-04,UEFA Nations League,Germany,away,W,2,1,False
Argentina,2025-06-05,FIFA World Cup qualification,Chile,away,W,1,0,False
Australia,2025-06-05,FIFA World Cup qualification,Japan,home,W,1,0,False
Bahrain,2025-06-05,FIFA World Cup qualification,Saudi Arabia,home,L,0,2,False
Brazil,2025-06-05,FIFA World Cup qualification,Ecuador,away,D,0,0,False
Chile,2025-06-05,FIFA World Cup qualification,Argentina,home,L,0,1,False
Ecuador,2025-06-05,FIFA World Cup qualification,Brazil,home,D,0,0,False
France,2025-06-05,UEFA Nations League,Spain,neutral,L,4,5,False
Iran,2025-06-05,FIFA World Cup qualification,Qatar,away,L,0,1,False
Iraq,2025-06-05,FIFA World Cup qualification,South Korea,home,L,0,2,False
Japan,2025-06-05,FIFA World Cup qualification,Australia,away,L,0,1,False
Jordan,2025-06-05,FIFA World Cup qualification,Oman,away,W,3,0,False
Oman,2025-06-05,FIFA World Cup qualification,Jordan,home,L,0,3,False
Paraguay,2025-06-05,FIFA World Cup qualification,Uruguay,home,W,2,0,False
Qatar,2025-06-05,FIFA World Cup qualification,Iran,home,W,1,0,False
Saudi Arabia,2025-06-05,FIFA World Cup qualification,Bahrain,away,W,2,0,False
South Korea,2025-06-05,FIFA World Cup qualification,Iraq,away,W,2,0,False
Spain,2025-06-05,UEFA Nations League,France,neutral,W,5,4,False
United Arab Emirates,2025-06-05,FIFA World Cup qualification,Uzbekistan,home,D,0,0,False
Uruguay,2025-06-05,FIFA World Cup qualification,Paraguay,away,L,0,2,False
Uzbekistan,2025-06-05,FIFA World Cup qualification,United Arab Emirates,away,D,0,0,False
Belgium,2025-06-06,FIFA World Cup qualification,North Macedonia,away,D,1,1,False
Colombia,2025-06-06,FIFA World Cup qualification,Peru,home,D,0,0,False
Croatia,2025-06-06,FIFA World Cup qualification,Gibraltar,neutral,W,7,0,False
Curacao,2025-06-06,FIFA World Cup qualification,Saint Lucia,home,W,4,0,False
Czechia,2025-06-06,FIFA World Cup qualification,Montenegro,home,W,2,0,False
Gibraltar,2025-06-06,FIFA World Cup qualification,Croatia,neutral,L,0,7,False
Italy,2025-06-06,FIFA World Cup qualification,Norway,away,L,0,3,False
Montenegro,2025-06-06,FIFA World Cup qualification,Czechia,away,L,0,2,False
North Macedonia,2025-06-06,FIFA World Cup qualification,Belgium,home,D,1,1,False
Norway,2025-06-06,FIFA World Cup qualification,Italy,home,W,3,0,False
Peru,2025-06-06,FIFA World Cup qualification,Colombia,away,D,0,0,False
Saint Lucia,2025-06-06,FIFA World Cup qualification,Curacao,away,L,0,4,False
Andorra,2025-06-07,FIFA World Cup qualification,England,neutral,L,0,1,False
Aruba,2025-06-07,FIFA World Cup qualification,Haiti,home,L,0,5,False
Austria,2025-06-07,FIFA World Cup qualification,Romania,home,W,2,1,False
Belize,2025-06-07,FIFA World Cup qualification,Panama,home,L,0,2,False
Bosnia and Herzegovina,2025-06-07,FIFA World Cup qualification,San Marino,home,W,1,0,False
Canada,2025-06-07,Canadian Shield,Ukraine,home,W,4,2,False
England,2025-06-07,FIFA World Cup qualification,Andorra,neutral,W,1,0,False
Finland,2025-06-07,FIFA World Cup qualification,Netherlands,home,L,0,2,False
Haiti,2025-06-07,FIFA World Cup qualification,Aruba,away,W,5,0,False
Ivory Coast,2025-06-07,Canadian Shield,New Zealand,neutral,L,0,1,False
Netherlands,2025-06-07,FIFA World Cup qualification,Finland,away,W,2,0,False
New Zealand,2025-06-07,Canadian Shield,Ivory Coast,neutral,W,1,0,False
Panama,2025-06-07,FIFA World Cup qualification,Belize,away,W,2,0,False
Romania,2025-06-07,FIFA World Cup qualification,Austria,away,L,1,2,False
San Marino,2025-06-07,FIFA World Cup qualification,Bosnia and Herzegovina,away,L,0,1,False
Ukraine,2025-06-07,Canadian Shield,Canada,away,L,2,4,False
France,2025-06-08,UEFA Nations League,Germany,away,W,2,0,False
Germany,2025-06-08,UEFA Nations League,France,home,L,0,2,False
Portugal,2025-06-08,UEFA Nations League,Spain,neutral,D,2,2,False
Spain,2025-06-08,UEFA Nations League,Portugal,neutral,D,2,2,False
Belgium,2025-06-09,FIFA World Cup qualification,Wales,home,W,4,3,False
Croatia,2025-06-09,FIFA World Cup qualification,Czechia,home,W,5,1,False
Czechia,2025-06-09,FIFA World Cup qualification,Croatia,away,L,1,5,False
Estonia,2025-06-09,FIFA World Cup qualification,Norway,home,L,0,1,False
Norway,2025-06-09,FIFA World Cup qualification,Estonia,away,W,1,0,False
Wales,2025-06-09,FIFA World Cup qualification,Belgium,away,L,3,4,False
Argentina,2025-06-10,FIFA World Cup qualification,Colombia,home,D,1,1,False
Australia,2025-06-10,FIFA World Cup qualification,Saudi Arabia,away,W,2,1,False
Austria,2025-06-10,FIFA World Cup qualification,San Marino,away,W,4,0,False
Brazil,2025-06-10,FIFA World Cup qualification,Paraguay,home,W,1,0,False
Canada,2025-06-10,Canadian Shield,Ivory Coast,home,D,0,0,False
Colombia,2025-06-10,FIFA World Cup qualification,Argentina,away,D,1,1,False
Curacao,2025-06-10,FIFA World Cup qualification,Haiti,neutral,W,5,1,False
Ecuador,2025-06-10,FIFA World Cup qualification,Peru,away,D,0,0,False
Haiti,2025-06-10,FIFA World Cup qualification,Curacao,neutral,L,1,5,False
Indonesia,2025-06-10,FIFA World Cup qualification,Japan,away,L,0,6,False
Iran,2025-06-10,FIFA World Cup qualification,North Korea,home,W,3,0,False
Iraq,2025-06-10,FIFA World Cup qualification,Jordan,away,W,1,0,False
Ivory Coast,2025-06-10,Canadian Shield,Canada,away,D,0,0,False
Japan,2025-06-10,FIFA World Cup qualification,Indonesia,home,W,6,0,False
Jordan,2025-06-10,FIFA World Cup qualification,Iraq,home,L,0,1,False
Kuwait,2025-06-10,FIFA World Cup qualification,South Korea,away,L,0,4,False
Malta,2025-06-10,FIFA World Cup qualification,Netherlands,away,L,0,8,False
Netherlands,2025-06-10,FIFA World Cup qualification,Malta,home,W,8,0,False
